"","Nome","Artista","Ano","ID","N_palavras","N_palavras_bin","Dif","Idioma_1","Idioma_2","Idioma_3","Idioma_4"
"4626","Te amar foi ilusão","Bruno & Marrone",2004,438,135,59,76,"pt","portuguese","por","pt"
"4627","A ilha","KLB",2004,439,53,45,8,"pt","portuguese","por","pt"
"4628","Amor e sexo","Rita Lee",2004,440,109,52,57,"pt","portuguese","por","pt"
"4629","Numb","Linkin Park",2004,441,203,73,130,"en","english","eng","en"
"4630","Universo paralelo","Vinny",2004,442,152,68,84,"es","spanish","spa","es"
"4631","Sinônimos","Chitãozinho & Xororó / Zé Ramalho",2004,443,211,73,138,"pt","portuguese","por","pt"
"4632","Vai dar namoro","Bruno & Marrone",2004,444,99,61,38,"pt","portuguese","por","pt"
"4633","My place","Nelly featuring Jaheim",2004,445,366,167,199,"en","english","eng","en"
"4634","My band","D12 featuring Eminem",2004,446,834,321,513,"en","scots","eng","en"
"4635","Porta aberta","Luka",2004,447,176,56,120,"pt","portuguese","por","pt"
"4636","Como eu quero","Kid Abelha",2004,448,198,54,144,"pt","portuguese","por","pt"
"4637","Eternamente feliz","Art Popular",2004,449,54,40,14,"pt","portuguese","por","pt"
"4638","Just lose it","Eminem",2004,450,494,224,270,"en","scots","eng","en"
"4639","Don`t tell me","Avril Lavigne",2004,451,252,101,151,"en","scots","eng","en"
"4640","Perdi você","Guilherme & Santiago",2004,452,59,47,12,"pt","portuguese","por","pt"
"4641","Vem cair na zueira","Rouge",2004,453,374,87,287,"pt","portuguese","por","pt"
"4642","A canção e o vento","Jorge Aragão",2004,454,204,51,153,"pt","portuguese","por","pt"
"4643","You don`t know my name","Alicia Keys",2004,455,472,189,283,"en","english","eng","en"
"4644","Provas de amor","Titãs",2004,456,124,54,70,"pt","portuguese","por","pt"
"4645","Não olhe para trás","Capital Inicial",2004,457,76,61,15,"pt","portuguese","por","pt"
"4646","Não olhe assim","KLB",2004,458,124,48,76,"pt","portuguese","por","pt"
"4647","Blá Blá Blá","Rouge",2004,459,135,11,124,"en","scots","war","en"
"4648","Sem você","Rouge",2004,460,102,69,33,"pt","portuguese","por","pt"
"4649","Chuvas de verão","KLB",2004,461,136,53,83,"pt","portuguese","por","pt"
"4650","Lucidez","Fundo de Quintal & Jorge Aragão",2004,462,85,41,44,"pt","portuguese","por","pt"
"4651","Horizonte de emoção","Grupo Revelação",2004,463,84,66,18,"pt","portuguese","por","pt"
"4652","Vertigo","U2",2004,464,206,101,105,"en","english","eng","en"
"4653","Evidências","Daniel",2004,465,148,80,68,"pt","portuguese","por","pt"
"4654","Fico assim sem você","Adriana Calcanhoto",2004,466,240,71,169,"pt","portuguese","por","pt"
"4655","Encanto","Sandy & Junior",2004,467,301,137,164,"pt","portuguese","por","pt"
"4656","Apaixonado  (Imbranato) ","Hugo & Tiago",2004,468,148,76,72,"pt","portuguese","por","pt"
"4657","Poesia e paixão","Liah",2004,469,158,77,81,"pt","portuguese","por","pt"
"4658","Our lives","The Calling",2004,470,236,77,159,"en","english","eng","en"
"4659","Going under","Evanescence",2004,471,175,72,103,"en","english","eng","en"
"4660","Let`s get it started / Let`s get retarted","Black Eyed Peas",2004,472,451,141,310,"en","scots","sco","en"
"4661","Uns dias","Os Paralamas do Sucesso & Frejat",2004,473,66,51,15,"pt","portuguese","por","pt"
"4662","Neurótico","Vinimax",2004,474,282,122,160,"pt","portuguese","por","pt"
"4663","Perto de Deus","Cidade Negra",2004,475,116,57,59,"pt","portuguese","por","pt"
"4664","Vícios e virtudes","Charlie Brown Jr.",2004,476,248,89,159,"pt","portuguese","por","pt"
"4665","Eu mereço","Rick & Renner",2004,477,216,87,129,"pt","portuguese","por","pt"
"4666","Metade de mim","Wanessa Camargo",2004,478,91,66,25,"pt","portuguese","por","pt"
"4667","Luz das estrelas","Belo",2004,479,57,51,6,"pt","portuguese","por","pt"
"4668","Amiga de trabalho","Vavá",2004,480,104,82,22,"pt","portuguese","por","pt"
"4669","Meu sossego","LS Jack",2004,481,147,44,103,"pt","portuguese","por","pt"
"4670","Ela é jogo duro","Só Pra Contrariar",2004,482,185,85,100,"pt","portuguese","por","pt"
"4671","Prá sempre","Roberto Carlos",2004,483,180,68,112,"pt","portuguese","por","pt"
"4672","Amores perfeitos","Skank",2004,484,64,53,11,"pt","portuguese","por","pt"
"4673","É você","Tribalistas",2004,485,57,34,23,"pt","portuguese","por","pt"
"4674","Como você","Martinho da Vila",2004,486,133,72,61,"pt","portuguese","por","pt"
"4675","Não se sinta só","Os Travessos",2004,487,77,51,26,"pt","portuguese","por","pt"
"4676","Me against the music","Britney Spears featuring Madonna",2004,488,464,124,340,"en","scots","eng","en"
"4677","I know what you want","Busta Rhymes featuring Mariah Carey",2004,489,480,250,230,"en","english","eng","en"
"4678","História combinada","Pique Novo",2004,490,73,57,16,"pt","portuguese","por","pt"
"4679","Quero acender teu fogo","Leonardo",2004,491,213,108,105,"pt","portuguese","por","pt"
"4680","O penetra","Zeca Pagodinho",2004,492,249,70,179,"pt","portuguese","por","pt"
"4681","Samba makossa","Charlie Brown Jr & Marcelo D2",2004,493,242,94,148,"pt","portuguese","por","pt"
"4682","Tomada","É o Tchan!",2004,494,258,28,230,"pt","portuguese","por","pt"
"4683","Broken","Seether featuring Amy Lee",2004,495,147,47,100,"en","scots","eng","en"
"4684","Não uso sapato","Charlie Brown Jr",2004,496,140,61,79,"pt","portuguese","por","pt"
"4685","Everytime","Britney Spears",2004,497,260,78,182,"en","scots","eng","en"
"4686","Dogão é mau","Dogão",2004,498,291,183,108,"pt","portuguese","por","pt"
"4687","Desperdiçou","Sandy & Junior",2004,499,147,55,92,"pt","portuguese","por","pt"
"4688","Todo mundo quer cuidar de mim","Brava",2004,4100,156,64,92,"pt","portuguese","por","pt"
"4689","My boo","Usher & Alicia Keys",2005,501,447,110,337,"en","scots","eng","en"
"4690","Eu amo","Zezé Di Camargo & Luciano",2005,502,188,81,107,"pt","portuguese","por","pt"
"4691","Quer casar comigo?","Bruno & Marrone",2005,503,126,60,66,"pt","portuguese","por","pt"
"4692","Fui eu","Zezé Di Camargo & Luciano",2005,504,98,63,35,"pt","portuguese","por","pt"
"4693","Boulevard of broken dreams","Green Day",2005,505,184,65,119,"en","scots","eng","en"
"4694","Choram as rosas","Bruno & Marrone",2005,506,128,54,74,"pt","portuguese","por","pt"
"4695","Você sempre será","Marjorie Estiano",2005,507,119,57,62,"pt","portuguese","por","pt"
"4696","Como vai você","Zezé Di Camargo & Luciano ft Antonio Marcos",2005,508,116,47,69,"pt","portuguese","por","pt"
"4697","Um minuto para o fim do mundo","CPM 22",2005,509,179,79,100,"pt","portuguese","por","pt"
"4698","Lonely","Akon",2005,510,371,133,238,"en","english","eng","en"
"4699","Cadê meu amor? ","Zeca Pagodinho",2005,511,188,59,129,"pt","portuguese","por","pt"
"4700","Céu da boca  ","Ivete Sangalo & Gilberto Gil",2005,512,161,18,143,"pt","portuguese","por","pt"
"4701","Festa no apê  ","Latino",2005,513,128,55,73,"pt","portuguese","por","pt"
"4702","We belong togheter  ","Mariah Carey",2005,514,310,141,169,"en","english","eng","en"
"4703","C.B. Sangue bom  ","Marcelo D2",2005,515,283,187,96,"pt","portuguese","por","pt"
"4704","Um mais um  ","Skank",2005,516,81,58,23,"pt","portuguese","por","pt"
"4705","É amor demais  ","Edson & Hudson",2005,517,140,53,87,"pt","portuguese","por","pt"
"4706","Vamos fugir  ","Skank",2005,518,185,46,139,"pt","catalan","por","pt"
"4707","Doce desejo ","Babado Novo",2005,519,58,35,23,"pt","portuguese","por","pt"
"4708","Irresistível ","CPM 22",2005,520,59,40,19,"pt","portuguese","por","pt"
"4709","Candy shop  ","50 Cent ft Olivia",2005,521,468,171,297,"en","scots","eng","en"
"4710","Speed of sound  ","Coldplay",2005,522,240,95,145,"en","english","eng","en"
"4711","Incomplete  ","Backstreet Boys",2005,523,125,59,66,"en","english","eng","en"
"4712","Numb/Encore ","Jay",2005,524,437,213,224,"en","english","eng","en"
"4713","She will be loved  ","Maroon5",2005,525,265,102,163,"en","english","eng","en"
"4714","Uma vez mais  ","Ivo Pessoa",2005,526,103,58,45,"pt","portuguese","por","pt"
"4715","Ddon`t phunk with my heart  ","The Black Eyed Peas",2005,527,354,106,248,"en","english","sco","en"
"4716","A desconhecida  ","Leonardo",2005,528,156,68,88,"pt","portuguese","por","pt"
"4717","A ilha   ","KLB",2005,529,53,45,8,"pt","portuguese","por","pt"
"4718","O amor que eu sempre quis  ","Levada Louca & Belo ou Belo & Paulinha",2005,530,86,48,38,"pt","portuguese","por","pt"
"4719","Na frente do reto  ","O Rappa",2005,531,193,92,101,"pt","portuguese","por","pt"
"4720","Don`t lie  ","The Black Eyed Peas",2005,532,465,152,313,"en","english","eng","en"
"4721","Meu ébano ","Alcione",2005,533,256,86,170,"pt","portuguese","por","pt"
"4722","Wake me up when september ends  ","Green Day",2005,534,142,46,96,"en","english","eng","en"
"4723","Poligamia ","Kid Abelha",2005,535,104,67,37,"pt","portuguese","por","pt"
"4724","Other side of the world","KT Tunstall",2005,536,178,75,103,"en","english","eng","en"
"4725","Shut up! ","Simple Plan",2005,537,677,179,498,"en","english","eng","en"
"4726","Coração ","Rapazolla",2005,538,134,85,49,"pt","portuguese","por","pt"
"4727","Abalou ","Ivete Sangalo",2005,539,165,51,114,"pt","portuguese","por","pt"
"4728","Os amantes ","Daniel (Continental)",2005,540,325,43,282,"pt","portuguese","por","pt"
"4729","Magia e mistério  ","Guilherme & Santiago",2005,541,71,41,30,"pt","portuguese","por","pt"
"4730","Senhorita ","Motirô (Hum Batuque)",2005,542,138,56,82,"pt","portuguese","por","pt"
"4731","Get right ","Jennifer Lopez",2005,543,297,92,205,"en","scots","eng","en"
"4732","Hollaback girl  ","Gwen Stefani",2005,544,380,80,300,"en","scots","eng","en"
"4733","Car wash ","Christina Aguilera ft Missy Elliott",2005,545,205,92,113,"en","scots","eng","en"
"4734","Duvido  ","Bokaloka",2005,546,151,44,107,"pt","portuguese","por","pt"
"4735","Hung up  ","Madonna",2005,547,315,64,251,"en","scots","eng","en"
"4736","100% Você ","Chiclete com Banana",2005,548,253,65,188,"pt","portuguese","por","pt"
"4737","Apaixonado (Imbranato)","Hugo & Thiago",2005,549,148,76,72,"pt","portuguese","por","pt"
"4738","Amor, amor  ","Wanessa Camargo",2005,550,77,59,18,"pt","portuguese","por","pt"
"4739","A volta  ","Roberto Carlos",2005,551,135,52,83,"pt","portuguese","por","pt"
"4740","Vem, Habib (wala, wala)","Rouge",2005,552,165,57,108,"pt","portuguese","por","pt"
"4741","Mulheres são de vênus, os homens são de marte  ","Tihuana",2005,553,266,96,170,"pt","portuguese","por","pt"
"4742","Anacrônico ","Pitty",2005,554,177,77,100,"pt","portuguese","por","pt"
"4743","Homem carente ","Rick & Renner",2005,555,170,44,126,"pt","portuguese","por","pt"
"4744","Missing ","Evanescence",2005,556,194,84,110,"en","english","eng","en"
"4745","Não me conte seus problemas  ","Banda Eva ft Ivete Sangalo",2005,557,212,67,145,"pt","portuguese","por","pt"
"4746","Peito aberto ","Kid Abelha",2005,558,195,105,90,"pt","portuguese","por","pt"
"4747","Foi","Zezé Di Camargo & Luciano",2005,559,140,60,80,"pt","portuguese","por","pt"
"4748","Bebedeira ","Rick & Renner",2005,560,33,28,5,"pt","portuguese","por","pt"
"4749","Desatino ","Daniel (Continental)",2005,561,140,70,70,"pt","portuguese","por","pt"
"4750","Se ","Fábio Jr.",2005,562,192,64,128,"pt","portuguese","por","pt"
"4751","Tira ela de mim  ","Alexandre Pires",2005,563,149,55,94,"pt","portuguese","por","pt"
"4752","Gasolina ","Daddy Yankee",2005,564,281,97,184,"es","spanish","spa","es"
"4753","Tantas palavras  ","Marlon & Maicon ft Robin Gibb",2005,565,88,63,25,"pt","portuguese","por","pt"
"4754","Sere nere ","Tiziano Ferro ft Liah",2005,566,143,70,73,"it","italian","ita","it"
"4755","Um anjo ","KLB",2005,567,150,68,82,"pt","portuguese","por","pt"
"4756","Já tentei ","Exaltasamba",2005,568,163,58,105,"pt","portuguese","por","pt"
"4757","Codinome beija","flor (ao vivo)",2005,569,84,61,23,"pt","portuguese","por","pt"
"4758","Escuta aí rapaz  ","Kelly Key",2005,570,183,55,128,"pt","portuguese","glg","pt"
"4759","Me chama de amor  ","Babado Novo",2005,571,114,37,77,"pt","portuguese","por","pt"
"4760","Nua ","Ana Carolina",2005,572,17,17,0,"pt","portuguese","por","pt"
"4761","Se ainda existe amor  ","Leonardo",2005,573,194,66,128,"pt","portuguese","por","pt"
"4762","Ao sentir o amor  ","Alexandre Pires ft Fat Family",2005,574,130,66,64,"pt","portuguese","por","pt"
"4763","Lutar pelo que é meu  ","Charlie Brown Jr.",2005,575,227,70,157,"pt","portuguese","por","pt"
"4764","Eu quero sempre mais  ","Ira! ft Pitty",2005,576,138,43,95,"pt","portuguese","por","pt"
"4765","Lose my breath  ","Destiny's Child",2005,577,307,86,221,"en","scots","eng","en"
"4766","Vertigo ","U2",2005,578,206,101,105,"en","english","eng","en"
"4767","Breaking the habit ","Linkin Park",2005,579,193,81,112,"en","scots","eng","en"
"4768","Pareço um menino  ","Leonardo",2005,580,208,57,151,"pt","portuguese","por","pt"
"4769","Just lose it  ","Eminem",2005,581,494,224,270,"en","scots","eng","en"
"4770","Nobody`s home  ","Avril Lavigne",2005,582,189,70,119,"en","english","eng","en"
"4771","Além das ondas  ","Cidade Negra",2005,583,123,44,79,"pt","portuguese","por","pt"
"4772","Vida real ","Engenheiros do Hawaii",2005,584,109,58,51,"pt","portuguese","por","pt"
"4773","1967  ","Marcelo D2",2005,585,346,251,95,"pt","portuguese","por","pt"
"4774","Sunday morning  ","Maroon5",2005,586,208,89,119,"en","english","eng","en"
"4775","Lose control ","Missy Elliott ft Ciara & Fat Man Scoop",2005,587,206,97,109,"en","english","eng","en"
"4776","Sistema bruto  ","Chitãozinho & Xororó",2005,588,114,84,30,"pt","portuguese","por","pt"
"4777","Ai, ai, ai... (Deep lick radio mix) ","Vanessa da Mata",2005,589,63,49,14,"pt","portuguese","por","pt"
"4778","Por que choras? ","Bruno & Marrone ft Joelma/Banda Calypso",2005,590,180,37,143,"pt","portuguese","por","pt"
"4779","La tortura ","Shakira ft Alejandro Sanz",2005,591,242,121,121,"es","spanish","spa","es"
"4780","Renata ","Tihuana",2005,592,154,59,95,"pt","portuguese","por","pt"
"4781","Além do horizonte  ","Jota Quest",2005,593,142,76,66,"pt","portuguese","por","pt"
"4782","Vossa excelência  ","Titãs",2005,594,200,68,132,"pt","portuguese","por","pt"
"4783","Respirar você  ","Capital Inicial",2005,595,83,54,29,"pt","portuguese","por","pt"
"4784","Hey ho ","Tragedie",2005,596,138,60,78,"en","scots","eng","en"
"4785","A lua me traiu  ","Banda Calypso",2005,597,185,59,126,"pt","portuguese","por","pt"
"4786","Sou a Barbie girl","Kelly Key",2005,598,293,69,224,"pt","portuguese","por","pt"
"4787","1, 2 step  ","Ciara",2005,599,301,128,173,"en","english","eng","en"
"4788","É isso aí","Ana Carolina & Seu Jorge",2006,601,122,41,81,"pt","portuguese","por","pt"
"4789","Me namora","Edu Ribeiro & Cativeiro",2006,602,205,116,89,"pt","portuguese","por","pt"
"4790","Hip`s don`t lie","Shakira e Wyclef Jean",2006,603,464,163,301,"en","scots","eng","en"
"4791","Não resisto a nós dois","Wanessa Camargo",2006,604,201,55,146,"pt","portuguese","por","pt"
"4792","Quando a chuva passar","Ivete Sangalo",2006,605,189,60,129,"pt","portuguese","por","pt"
"4793","Don`t forget about us","Mariah Carey",2006,606,336,119,217,"en","english","eng","en"
"4794","Pump it","The Black Eyed Peas",2006,607,328,129,199,"en","scots","eng","en"
"4795","Obsessão","KLB",2006,608,188,108,80,"pt","portuguese","por","pt"
"4796","Because of you","Kelly Clarkson",2006,609,240,101,139,"en","english","eng","en"
"4797","Memórias","Pitty",2006,610,517,276,241,"pt","portuguese","por","pt"
"4798","Desenho de Deus","Armandinho",2006,611,185,62,123,"pt","portuguese","por","pt"
"4799","London bridge","Fergie",2006,612,412,117,295,"en","scots","eng","en"
"4800","Nosso amor","RBD",2006,613,248,66,182,"pt","portuguese","por","pt"
"4801","Sexyback","Justin Timberlake",2006,614,463,82,381,"en","scots","eng","en"
"4802","Deja vu","Beyoncé & Jay-Z",2006,615,240,116,124,"en","scots","eng","en"
"4803","Vilarejo","Marisa Monte",2006,616,166,73,93,"pt","portuguese","por","pt"
"4804","One last cry","Marina Elali",2006,617,159,71,88,"en","english","eng","en"
"4805","Vê se toma juízo","Bruno & Marrone",2006,618,123,56,67,"pt","portuguese","por","pt"
"4806","Se quiser","Tânia Mara",2006,619,224,81,143,"pt","portuguese","por","pt"
"4807","Amor virtual","Sampa Crew",2006,620,231,109,122,"pt","portuguese","por","pt"
"4808","Fique em silêncio","RBD",2006,621,158,63,95,"pt","portuguese","por","pt"
"4809","You`re beautiful","James Blunt",2006,622,135,65,70,"en","english","eng","en"
"4810","Arrasta uma cadeira","Roberto Carlos & Chitãozinho & Xororó",2006,623,17,17,0,"pt","portuguese","por","pt"
"4811","Diz pro meu olhar","Zezé Di Camargo & Luciano",2006,624,95,79,16,"pt","portuguese","por","pt"
"4812","Replay","Sandy & Junior",2006,625,334,111,223,"en","scots","eng","en"
"4813","Átomos","Zezé Di Camargo & Luciano",2006,626,94,73,21,"pt","portuguese","por","pt"
"4814","Dani Califórnia","Red Hot Chili Peppers",2006,627,235,128,107,"en","english","eng","en"
"4815","Promiscuous","Nelly Furtado & Timbaland",2006,628,458,195,263,"en","scots","eng","en"
"4816","Far away","Nickelback",2006,629,219,69,150,"en","english","eng","en"
"4817","Quem diria, hein?","Daniel",2006,630,223,85,138,"pt","portuguese","por","pt"
"4818","Por te amar demais","Bruno & Marrone",2006,631,152,58,94,"pt","portuguese","por","pt"
"4819","Meu ébano","Alcione",2006,632,256,86,170,"pt","portuguese","por","pt"
"4820","Por mais que eu tente","Marjorie Estiano",2006,633,133,50,83,"pt","portuguese","por","pt"
"4821","Wake me up when september ends","Green Day",2006,634,142,46,96,"en","english","eng","en"
"4822","Sinhá moça","Leonardo",2006,635,136,49,87,"pt","portuguese","por","pt"
"4823","Abalou","Ivete Sangalo",2006,636,165,51,114,"pt","portuguese","por","pt"
"4824","Hung up","Madonna",2006,637,315,64,251,"en","scots","eng","en"
"4825","Ain`t no other man","Christina Aguilera",2006,638,348,113,235,"en","scots","eng","en"
"4826","Na frente do reto","O Rappa",2006,639,193,92,101,"pt","portuguese","por","pt"
"4827","Stupid girl","Pink",2006,640,151,40,111,"en","english","eng","en"
"4828","O sol","Jota Quest",2006,641,149,21,128,"pt","portuguese","glg","pt"
"4829","Seu amor é tudo que eu quero","Guilherme & Santiago",2006,642,86,57,29,"pt","portuguese","por","pt"
"4830","Buttoms","The Pussycat Dolls & Snoop Dogg",2006,643,511,165,346,"en","scots","eng","en"
"4831","Check on it","Beyoncé & Slim Thug",2006,644,577,155,422,"en","scots","eng","en"
"4832","Beijos, blues e poesia","K-Sis",2006,645,186,61,125,"pt","portuguese","por","pt"
"4833","De latinha na mão","Leonardo & Zeca Pagodinho",2006,646,217,46,171,"pt","portuguese","por","pt"
"4834","Eu não sei dizer que não te amo","Edson & Hudson & Kenny Rogers",2006,647,162,72,90,"pt","portuguese","por","pt"
"4835","Pescador de ilusões","O Rappa",2006,648,154,48,106,"pt","portuguese","por","pt"
"4836","Palavras de um futuro bom","Jota Quest",2006,649,162,55,107,"pt","portuguese","por","pt"
"4837","Prá ser sincero","Marisa Monte",2006,650,141,65,76,"pt","portuguese","por","pt"
"4838","Foi","Zezé Di Camargo & Luciano",2006,651,140,60,80,"pt","portuguese","por","pt"
"4839","Uma canção é para isso","Skank",2006,652,143,61,82,"pt","portuguese","por","pt"
"4840","ABCDE","Guilherme & Santiago",2006,653,163,74,89,"pt","portuguese","por","pt"
"4841","Call me whn you`re sober","Evanescence",2006,654,143,70,73,"en","english","eng","en"
"4842","Totalmente demais","Perlla",2006,655,120,77,43,"pt","portuguese","por","pt"
"4843","Crazy","Gnarls Barkley",2006,656,152,83,69,"en","scots","eng","en"
"4844","Amor de ping-pong","Bruno & Marrone",2006,657,48,42,6,"pt","portuguese","por","pt"
"4845","Não reclame mais","Detonautas",2006,658,200,31,169,"pt","portuguese","por","pt"
"4846","Senhor do tempo","Charlie Brown Jr.",2006,659,340,139,201,"pt","portuguese","por","pt"
"4847","Se ainda existe amor","Leonardo",2006,660,194,66,128,"pt","portuguese","por","pt"
"4848","O bonde do dom","Marisa Monte",2006,661,68,55,13,"pt","portuguese","por","pt"
"4849","Temperature","Sean Paul",2006,662,504,137,367,"en","scots","eng","en"
"4850","A galera","Ivete Sangalo",2006,663,171,51,120,"pt","portuguese","por","pt"
"4851","Upside down","Jack Johnson",2006,664,164,77,87,"en","english","eng","en"
"4852","Bola de sabão","Banda Babado Novo",2006,665,141,56,85,"pt","portuguese","por","pt"
"4853","É amor, é paixão","Chitãozinho & Xororó",2006,666,91,34,57,"pt","portuguese","por","pt"
"4854","High","James Blunt",2006,667,135,67,68,"pt","portuguese","por","pt"
"4855","Quem já perdeu um sonho aqui?","Hateen",2006,668,127,42,85,"pt","portuguese","por","pt"
"4856","So sick","Ne-Yo",2006,669,299,105,194,"en","english","eng","en"
"4857","Sorry","Madonna",2006,670,238,82,156,"en","english","eng","en"
"4858","Deixo a voz me levar (What`s left of me)","Leandro",2006,671,197,61,136,"pt","portuguese","por","pt"
"4859","Sou dela","Nando Reis & Os Infernais",2006,672,183,93,90,"pt","portuguese","por","pt"
"4860","Eu sei","Papas da Língua",2006,673,121,35,86,"pt","portuguese","por","pt"
"4861","O jogo","Marjorie Estiano",2006,674,77,69,8,"pt","portuguese","por","pt"
"4862","Ela vai voltar","Charlie Brown Jr.",2006,675,249,72,177,"pt","portuguese","por","pt"
"4863","Ódio","Luxúria",2006,676,248,117,131,"pt","portuguese","por","pt"
"4864","Apostas e certezas","CPM 22",2006,677,97,52,45,"pt","portuguese","por","pt"
"4865","Sem resposta","Luka",2006,678,183,65,118,"pt","portuguese","por","pt"
"4866","O inferno são os outros","Titãs",2006,679,90,63,27,"pt","portuguese","por","pt"
"4867","Lose control","Missy Elliott & Ciara & Fat Man Scoop",2006,680,206,97,109,"en","english","eng","en"
"4868","Gueto","Marcelo D2",2006,681,240,93,147,"pt","portuguese","por","pt"
"4869","Faço tudo por você","Banda Calypso",2006,682,106,66,40,"pt","portuguese","por","pt"
"4870","Tempo perdido","Zezé Di Camargo & Luciano",2006,683,115,73,42,"pt","portuguese","por","pt"
"4871","Quando acaba uma paixão","Daniel",2006,684,69,56,13,"pt","portuguese","por","pt"
"4872","Mexe seu corpo","Cabal & Lailah Moreno",2006,685,255,156,99,"pt","portuguese","por","pt"
"4873","Por um gole a mais","Bruno & Marrone",2006,686,167,75,92,"pt","portuguese","por","pt"
"4874","Wake up","Hilary Duff",2006,687,283,95,188,"en","english","eng","en"
"4875","Quero só você","AfroReggae",2006,688,165,44,121,"pt","portuguese","por","pt"
"4876","Breakaway","Kelly Clarkson",2006,689,254,75,179,"en","scots","eng","en"
"4877","Deja vu","Pitty",2006,690,240,116,124,"en","scots","eng","en"
"4878","Imperecível","Luxúria",2006,691,154,65,89,"pt","portuguese","por","pt"
"4879","Tell me baby","Red Hot Chili Peppers",2006,692,345,142,203,"en","english","eng","en"
"4880","Salva-me","RBD",2006,693,135,47,88,"pt","portuguese","por","pt"
"4881","A verdadeira paixão","Grupo Revelação",2006,694,223,64,159,"pt","portuguese","por","pt"
"4882","Anúncio de refrigerante","Capital Inicial",2006,695,83,73,10,"pt","portuguese","por","pt"
"4883","Believe me","Fort Minor",2006,696,228,12,216,"en","english","eng","en"
"4884","Big girls don`t cry","Fergie",2007,701,264,106,158,"en","english","eng","en"
"4885","NATIRUTS REGGAE POWER","Natiruts",2007,702,211,87,124,"pt","portuguese","por","pt"
"4886","BOA SORTE / GOOD LUCK","Vanessa da Mata e Ben Harper",2007,703,218,100,118,"pt","english","eng","pt"
"4887","BEAUTIFUL GIRLS","Sean KIngston",2007,704,337,126,211,"en","english","eng","en"
"4888","EU SEI","Papas da Língua",2007,705,121,35,86,"pt","portuguese","por","pt"
"4889","LAST NIGHT","Diddy featuring Keyshia Cole",2007,706,361,112,249,"en","english","eng","en"
"4890","RAZÕES E EMOÇÕES","NX Zero",2007,707,153,47,106,"pt","portuguese","por","pt"
"4891","IRREPLACEABLE","Beyoncé",2007,708,407,125,282,"en","english","eng","en"
"4892","UMBRELLA","Rihanna featuring Jay-Z",2007,709,383,133,250,"en","scots","eng","en"
"4893","DEPOIS DO AMOR","Perlla & Belo",2007,710,140,59,81,"pt","portuguese","por","pt"
"4894","DEIXO","Ivete Sangalo",2007,711,182,48,134,"pt","portuguese","por","pt"
"4895","BEAUTIFUL LIAR","Beyoncé & Shakira",2007,712,239,98,141,"en","scots","eng","en"
"4896","I WANNA LOVE YOU","Akon featuring Snoop Dogg",2007,713,447,172,275,"en","scots","eng","en"
"4897","SE QUISER","Tânia Mara",2007,714,224,81,143,"pt","portuguese","por","pt"
"4898","GIVE IT TO ME","Timbaland featuring Nelly Furtado & Justin Timberlake",2007,715,391,158,233,"en","english","eng","en"
"4899","MY LOVE","Justin Timberlake featuring T.I.",2007,716,544,181,363,"en","english","eng","en"
"4900","PRA NÃO MORRER DE AMOR","Bruno & Marrone",2007,717,155,72,83,"pt","portuguese","por","pt"
"4901","LEILÃO","César Menotti & Fabiano",2007,718,73,50,23,"pt","portuguese","por","pt"
"4902","DON'T MATTER","Akon",2007,719,452,111,341,"en","scots","eng","en"
"4903","SMACK THAT","Akon featuring nem",2007,720,479,168,311,"en","scots","sco","en"
"4904","GIRLFRIEND","Avril Lavigne",2007,721,434,87,347,"en","scots","eng","en"
"4905","AQUI","Capital Inicial",2007,722,92,54,38,"pt","portuguese","por","pt"
"4906","BERIMBAU METALIZADO","Ivete Sangalo",2007,723,148,37,111,"pt","portuguese","por","pt"
"4907","HIPS DON'T LIE","Shakira featuring Wyclef Jean",2007,724,464,163,301,"en","scots","eng","en"
"4908","TOO LITTLE TOO LATE","JoJo",2007,725,401,97,304,"en","scots","eng","en"
"4909","SAY IT RIGHT","Nelly Furtado",2007,726,205,71,134,"en","english","eng","en"
"4910","BUTTONS","The Pussycat Dolls featuring Snoop Dogg",2007,727,395,99,296,"en","scots","eng","en"
"4911","FERGALICIOUS","Fergie",2007,728,448,146,302,"en","english","eng","en"
"4912","LONDON BRIDGE","Fergie",2007,729,412,117,295,"en","scots","eng","en"
"4913","ONE LAST CRY","Marina Elali",2007,730,159,71,88,"en","english","eng","en"
"4914","MAKES ME WONDER","Maroon5",2007,731,254,96,158,"en","english","eng","en"
"4915","INSOLAÇÃO NO CORAÇÃO","Babado Novo",2007,732,282,67,215,"pt","portuguese","por","pt"
"4916","SORRY, BLAME IT ON ME","Akon",2007,733,559,195,364,"en","scots","eng","en"
"4917","NÃO POSSO TER MEDO DE AMAR","Bruno & Marrone",2007,734,154,52,102,"pt","portuguese","por","pt"
"4918","ROSAS","Ana Carolina",2007,735,218,79,139,"pt","portuguese","por","pt"
"4919","PONTES INDESTRUTÍVEIS","Charlie Brown Jr",2007,736,290,127,163,"pt","portuguese","por","pt"
"4920","IDAS E VOLTAS","Leonardo",2007,737,168,84,84,"pt","portuguese","por","pt"
"4921","COMPLETO","Ivete Sangalo",2007,738,180,58,122,"pt","portuguese","por","pt"
"4922","SAY OK","Vanessa Hudgens",2007,739,316,86,230,"en","scots","eng","en"
"4923","DEJA VU","Beyoncé & Jay-Z",2007,740,240,116,124,"en","scots","eng","en"
"4924","GIMME MORE","Britney Spears",2007,741,303,89,214,"en","scots","eng","en"
