Nome.x,Artista.x,Ano,ID,Nome.y,Artista.y,Letra,Idioma,topico_hdp
Você E Eu,Zé Felipe,2015,1541,Você e Eu,Eliana Ribeiro,"Quero estar com você
Lembrar de cada momento bom
Reviver a nossa história nosso amor
Quem nos uniu foi Deus
Para fazer um só, você e eu
Agora somos um do outro
Nosso amor foi crescendo aos poucos
Provado na dor
Como o ouro provado no fogo
Pra poder se tornar com o tempo
Um belo tesouro, tão raro no mundo
Sacramento selado por Deus, você e eu",pt,31
Voce Não Me Conhece,Gusttavo Lima,2015,1543,Você Não Me Conhece,Gusttavo Lima,"Você não me conhece
Me julgando até assim
Parece que eu sou o pior ser humano do mundo
Quando tá com raiva esquece de tudo
Põe em jogo três anos por causa de uma discussão
Você não é capaz quando promete não fazer mais
Eu confio nas suas palavras
Mas você vai correndo, estraga
E de novo perdeu a postura
Outra vez me culpando por suas loucuras
Não tem ser humano no mundo que aguente
Essa relação vai terminar machucando a gente
Você bem que podia tentar ser diferente
Não tem ser humano no mundo que aguente
Quando eu digo que tô indo embora e cê entra na frente
E me diz três palavras, e fica tudo bem com a gente",pt,1
Bobeia Pra Ver,Fernando & Sorocaba,2015,1545,Bobeia Pra Ver,Fernando e Sorocaba,"Ei, você que acha que eu sou louco, sou safado
Eu tava meio bebo, tava meio emocionado
Mas eu sou um anjo, anjo
Bobeia pra ver que eu te faço um estrago
Só porque eu te puxei pelo braço
Agarrei no seu cabelo e te dei um abraço
E falei baixinho no seu ouvidinho
Vamos lá pra casa que eu faço gostosinho
Tava tonto demais, nem percebi
As amigas dela tão rindo
Será que é de mim?
Ei, você que acha que eu sou louco, sou safado
Eu tava meio bebo, tava meio emocionado
Mas eu sou um anjo, anjo
Bobeia pra ver que eu te faço um estrago
Ei, você que acha que eu sou louco, sou safado
Eu tava meio bebo, tava meio emocionado
Mas eu sou um anjo, anjo
Bobeia pra ver que eu te faço um estrago",pt,1
Fora De Área,Fred & Gustavo,2015,1546,Fora de Area,Fred e Gustavo,"Tá ligando pro seu namorado e só da desligado…
Tá errado, tá errado!
Sempre te dá chá de sumiço é bom tomar cuidado…
Tá errado, tá errado!
Eu não quero estragar seu amor
Quem sou eu pra julgar, Deus me livre!
Mas a prova dos nove é bom tirar
Pegue seu celular e ligue!
O número que você ligou está fora de área ou…
Te traindo, deve tá te traindo!
Porque não larga logo e vem ficar comigo?!
Eu tô só esperando a hora de você chegar
Eu vou te dar amor, eu vou te dar amor
Eu vou te dar amor, do jeito que você sonhou.",pt,1
"Vem Cá, Moça",George Henrique & Rodrigo,2015,1547,Vem Cá Moça,George Henrique e Rodrigo,"Quando eu te vi pirei
Confesso nunca senti
Isso por ninguém
Nem sei o que eu vi em você
Mas foi algo diferente que eu nunca imaginei
Assim que você foi embora
Senti um pedaço de mim
Me abandonar
Mas eu corri atrás
Não vou te deixar escapar
Vem cá moça
Você não vai embora não
Me espera que eu explico a situação
Apaixonei no seu olhar
Agora como faz
Tô querendo te amar moça
Sei que parece loucura
Inconveniente te peço desculpa
Só vim te chamar pra dançar
Te conhecer melhor
Então vem cá moça
Vem cá
Vem cá moça
Vem cá
Vem cá moça..",pt,3
Na Hora Da Raiva,Henrique & Juliano,2015,1548,Na Hora da Raiva,Henrique & Juliano,"Encontrei
Uma caixinha cheia de relatos
Um monte de documentos tão falsos
Nossas vidas
Em minhas mãos agora
Tá cada parte dessa nossa história
E eu não sei se eu rasgo ou jogo fora
E o que é que eu faço agora
Cometi a loucura de nossas fotos rasgar
E uma por uma eu vou ter que colar
Mas foi na hora da raiva
Na hora na hora da raiva
Naquele segundo eu pensei que até te odiava
Mas respirei fundo e vi que eu te amava
Mas foi na hora da raiva
Na hora na hora da raiva
Em minhas mãos agora
Tá cada parte dessa nossa história
E eu não sei se eu rasgo ou jogo fora
E o que é que eu faço agora
Cometi a loucura de nossas fotos rasgar
E uma por uma eu vou ter que colar
Mas foi na hora da raiva
Na hora na hora da raiva
Naquele segundo eu pensei que até te odiava
Mas respirei fundo e vi que eu te amava
Mas foi na hora da raiva
Na hora na hora da raiva
Mas foi na hora da raiva
Na hora na hora da raiva
Naquele segundo eu pensei que até te odiava
Mas respirei fundo e vi que eu te amava
Mas foi na hora da raiva
Na hora na hora da raiva",pt,2
Made In Roça,Loubet,2015,1549,Made In Roça,Loubet,"É, é, só eu faço do jeito que cê gosta
Garanto que pra ele cê não volta
Você é muita areia pra aquela carroça
Ta viciada na pegada made in roça
Sei que você está mal acompanhada
Esse caboclo aí só fala e não faz nada
Te troca por amigos
Te deixa dormir emburrada, sei
Caiu a ficha você fez a escolha errada
Longe de mim, não quero te induzir a nada
Mas comigo todo dia vai ser cama amarrotada
Ele é Zé mané e não entende nada de mulher, é
É, é só eu faço do jeito que você gosta
Garanto que pra ele você não volta
Você é muito areia pra aquela carroça
Tá viciada na pegada made in roça",pt,2
Deixa Ele Sofrer,Anitta,2015,1551,Deixa Ele Sofrer,Anitta,"Deixa ele chorar, deixa ele chorar, deixa ele sofrer
Deixa ele saber que eu tô curtindo pra valer
Deixa ele chorar, deixa ele sofrer, deixa ele saber
Deixa ele chorar, deixa ele chorar, deixa ele sofrer
Deixa ele saber que eu tô curtindo pra valer
Deixa ele chorar, deixa ele sofrer, deixa ele saber
Falei que pra mim ele não é rei
Tudo que eu podia falei
Não ia ficar assim
Se depender de mim
Ele vai enlouquecer
Pode implorar meu prazer
Que eu não vou me arrepender
Eu não sou tão fácil assim
Já acabou pra mim
Falou pra todo mundo que não me quer mais
Que amor e compromisso não te satisfaz
Agora feito bobo vem correr atrás
Sai me deixa em paz (sai me deixa em paz)
Agora se prepara, cê vai me encontrar
À noite, nas baladas, em qualquer lugar
Com a pessoa certa, pronto pra me amar
Pra me amar
Deixa ele chorar, deixa ele chorar, deixa ele sofrer
Deixa ele saber que eu tô curtindo pra valer
Deixa ele chorar, deixa ele sofrer, deixa ele saber
Deixa ele chorar, deixa ele chorar, deixa ele sofrer
Deixa ele saber que eu tô curtindo pra valer
Deixa ele chorar, deixa ele sofrer, deixa ele saber
Falei que pra mim ele não é rei
Tudo que eu podia falei
Não ia ficar assim
Se depender de mim
Ele vai enlouquecer
Pode implorar meu prazer
Que eu não vou me arrepender
Eu não sou tão fácil assim
Já acabou pra mim
Então, falou pra todo mundo que não me quer mais
Que amor e compromisso não te satisfaz
Agora feito bobo vem correr atrás
Sai me deixa em paz (sai me deixa em paz)
Agora se prepara, cê vai me encontrar
À noite, nas baladas, em qualquer lugar
Com a pessoa certa, pronto pra me amar
Pra me amar
Deixa ele chorar, deixa ele chorar, deixa ele sofrer
Deixa ele saber que eu tô curtindo pra valer
Deixa ele chorar, deixa ele sofrer, deixa ele saber
Deixa ele chorar, deixa ele chorar, deixa ele sofrer
Deixa ele saber que eu tô curtindo pra valer
Deixa ele chorar, deixa ele sofrer, deixa ele saber
Deixa ele sofrer, deixa ele saber",pt,2
Ex-Apaixonado,Israel & Rodolffo,2015,1552,Ex Apaixonado,Israel & Rodolffo,"O que eu mais temia aconteceu
Você beijando alguém que não sou eu
Um dia a gente iria se reencontrar
Parece que tá bem apaixonada
Me viu e deu aquela disfarçada
Então pra ele eu vou ter que me apresentar
Prazer, eu sou um ex apaixonado
Eu sei que tô famoso e comentado
É meu aquele número restrito
Ultimamente eu só tenho bebido
Ela não tem culpa eu tô errado
Prazer eu sou um ex apaixonado
Das suas brigas eu fui o culpado
Entenda não é nada pessoal
Até desejo sorte pro casal
Eu sou só um fantasma do passado",pt,6
1 Metro E 65,Sorriso Maroto,2015,1554,1 Metro e 65,Sorriso Maroto,"Hoje acordei e me lembrei
Do que sonhei
Porque não sei, me fez tão mal
Sonho ruim, não foi legal
Perdia você, nem sei porque
Nem como foi, aconteceu
Eu não gostei, foi tão real
Até doeu
Esse medo, agonia
Me fez pensar na nossa vida
Eu te amo, e devia dizer todo dia
Meu mundo tem um jeito, todo seu
Um metro e sessenta e cinco
Um salto sete, um sapato cinco
No sol seus olhos mudam de cor
Demora no banho e fazendo amor (eu sei)
Sei te fazer sorrir
Que a TV não te deixa dormir
Não quer ver filmes de entristecer
Não me imagino envelhecer sem você
Eu te amo e te escolhi
Pra viver
Esse medo, agonia
Me fez pensar na nossa vida
Eu te amo, e devia dizer todo dia
Meu mundo tem um jeito, todo seu
Um metro e sessenta e cinco
Um salto sete, um sapato cinco
No sol seus olhos mudam de cor
Demora no banho e fazendo amor (eu sei)
Sei te fazer sorrir
Que a TV não te deixa dormir
Não quer ver filmes de entristecer
Não me imagino envelhecer sem você
Eu te amo e te escolhi
Pra viver
Um metro e sessenta e cinco
Um salto sete, um sapato cinco
No sol seus olhos mudam de cor
Demora no banho e fazendo amor (eu sei)
Sei te fazer sorrir
Que a TV não te deixa dormir
Não quer ver filmes de entristecer
Não me imagino envelhecer sem você
Eu te amo e te escolhi
Pra viver",pt,2
Não Quero Mais,Mc Ludmilla Part. Belo,2015,1556,Não Quero Mais,LUDMILLA,"Mais uma vez você mudou
E a gente não se fala mais
Da outra vez, você jurou
Que o que passou ficou pra trás
Eu avisei que era melhor
Esquecer e só viver em paz
Cadê você, que deu um nó?
Cria os sonhos e depois desfaz
Mas te confesso que um beijo
Já me desperta o desejo do que a gente faz
Mas, se for pra ser desse jeito
Sem compromisso, eu respeito
Mas não quero mais
Eu não quero mais
Te amar demais, me entregar demais
Pra você dizer que tanto faz
Não quero mais
Eu não quero mais
Te amar demais, pra sofrer demais
Por alguém que diz que tanto faz
Não quero mais
Mais uma vez você mudou
E a gente nem se fala mais
Da outra vez, você jurou
Que o que passou ficou pra trás
Eu avisei que era melhor
Esquecer e só viver em paz
Cadê você, que deu um nó?
Cria os sonhos e depois desfaz
Mas te confesso que um beijo
Já me desperta o desejo do que a gente faz
Mas, se for pra ser do seu jeito
Sem compromisso, eu respeito
Mas não quero mais
Eu não quero mais
Te amar demais, me entregar demais
Pra você dizer que tanto faz
Não quero mais
Eu não quero mais
Te amar demais, pra sofrer demais
Por alguém que diz que tanto faz
Não quero mais
Eu tô aqui, só a dois passos de você
Você tá aí, a dez mil milhas pra entender
Pra decidir se vai fugir ou vai querer
Eu tô aqui, a um passo de te esquecer
Você tá aí, a um segundo de ver
Que eu sou capaz
De dizer: Não quero mais
Eu não quero mais
Te amar demais, me entregar demais
Pra você dizer que tanto faz
Não quero mais
Eu não quero mais
Te amar demais, pra sofrer demais
Por alguém que diz, que diz que tanto faz
Não quero mais
Eu não quero mais
Te amar demais, me entregar demais
Pra você dizer que tanto faz
Não quero mais
Eu não quero mais
Te amar demais, pra sofrer demais
Por alguém que diz que tanto faz
Não quero mais",pt,6
Barraqueira,Alexandre Pires,2015,1557,Barraqueira,Alexandre Pires,"Inventar desculpinha com ela não rola
E se eu pedalar, ela entra de sola
A minha mina é periculosidade quando bola (bola)
Ela leva a sério um relacionamento
Seu ciúme doentio não tem fundamento
Ela surta, ela pira a qualquer momento
Quando eu levo a minha mina pra badalação
Na frente dos outros ela me dá um beijão
Pra deixar bem claro ainda grita:
""Quem manda sou eu!""
E se uma amiga vem pra me cumprimentar
Ela fecha a cara e eu começo a rezar
Grita piriguete, fica louca pra brigar
Assim não dá
Barraqueira
Só Deus sabe o quanto eu te amo
Só Deus sabe o quanto eu te quero
Só Deus sabe o quanto eu te tolero, barraqueira
Barraqueira
Só Deus sabe o quanto eu te amo
Só Deus sabe o quanto eu te quero
Só Deus sabe o quanto eu te tolero, barraqueira
Inventar desculpinha com ela não rola
E se eu pedalar, ela entra de sola
A minha mina é periculosidade quando bola (bola)
Ela leva a sério um relacionamento
Seu ciúme doentio não tem fundamento
Ela surta, ela pira a qualquer momento
Quando eu levo a minha mina pra badalação
Na frente dos outros ela me dá um beijão
Pra deixar bem claro ainda grita:
""Quem manda sou eu!""
E se uma amiga vem pra me cumprimentar
Ela fecha a cara e eu começo a rezar
Grita piriguete, fica louca pra brigar
Assim não dá
Barraqueira
Só Deus sabe o quanto eu te amo
Só Deus sabe o quanto eu te quero
Só Deus sabe o quanto eu te tolero, barraqueira
É osso!
Me ajuda aí, ô!
A Deus eu peço!",pt,2
Amo Você,Jads & Jadson,2015,1558,Amo Você,Jads e Jadson,"Faz tempo que eu não sei me controlar
Reajo nesse jeito tão perfeito que me faz sonhar
Me tira a razão
Eu pago o preço pra não te deixar
Enquanto houver motivo
Juro pra você que vou lutar por essa paixão
Quero ser sua respiração
Seu suor, motivos pra sorrir
E o melhor que existir no seu coração
Quero ser a sua fantasia
Ficar contigo noite e dia
Se me pedir aquela estrela
Eu busco pra você toda a constelação
Iererê amo você
Nunca vi um amor tão forte assim
Não dá pra negar que Deus te fez pra mim
Iererê amo você
Enquanto a luz do Sol brilhar
Não vou parar, eu vou te amar até o fim
Iererê",pt,2
Feinho,Edson & Vinicius,2015,1559,Feinho (part. Thiago Brava),Edson e Vinicius,"Feinho, cê cobra
Quanto pra assustar umas 20 casa?
As muié falava
Feinho, coloca um pano
Nesse corpo e nessa cara
Vira múmia enfaixada que é melhor
Mas eu entrei na academia
Dando duro noite e dia
Eu tô bem
Eu tô bombado
Meti umas plástica das fina
E um produto lá da china neném
Tô um pecado
Agora que tem fila a vontade pode entrar
Você tem 000000 virgula 0 de chance de eu te pegar
Você tem 000000 zero meu bem e reticências",pt,1
Fico Com Você,Bruninho & Davi,2015,1561,Fico Com Você,Bruninho e Davi,"Te ver e não te ter
Me dá um desespero
Me afastei de você
Só porque tenho medo
Mas, amor, vem cá
Não faz isso comigo não
Vou te deixar
Eu digo que já tô em outra
Eu que dou beijo na boca
Só pra te esquecer
Só pra te esquecer
Me faço de difícil à toa
Mas se é pra ficar na boa
Eu fico com você
Eu fico com você
Só com você",pt,28
Noite Fracassada,Jads & Jadson,2015,1563,Noite Fracassada,Jads e Jadson,"Outra noite fracassada sem você do lado
Tô saindo da boate todo incomodado
Tá na cara que não te esqueci
Na saída um casal se beijando na rua
Até pareceu nós dois, senti saudade sua
Quase não reconheci
Até assustei
E o copo deixei cair da minha mão
Era você beijando outro sem parar
Por isso, eu liguei
Melhor esquecer a última mensagem que acabei de enviar
Melhor desconsiderar
Esquece toda essa besteira que você já leu
Não tá mais aqui o trouxa que escreveu
É culpa da bebida, foi só recaída
Pelo amor de Deus
Esquece
Percebi que tá bem melhor do que eu
Esse beijo que deu nele cê nunca me deu
Continua o que cê tá fazendo
Cê vai beijando, eu vou bebendo",pt,2
Eu Quero É Rolo,Bruno & Barretto,2015,1564,Eu Quero é Rolo (part. Conrado e Aleksandro),Bruno e Barretto,"Tava sofrendo demais
Bebendo demais
Cara amassada o dia inteiro
E a saudade dela rasgando o meu peito
Assim não vai dar não
Comprei um chapéu novo
Uma bota de couro, de jacaré
Botei mulher até no porta mala
Hoje eu esqueço ela na marra, ai ai
Eu quero é rolo
O dia inteiro no meio do povo
Hoje eu tô valendo mais que ouro
E elas já tão derretendo
Hoje eu tô fervendo
Eu quero é rolo
O dia inteiro no meio do povo
Hoje eu tô valendo mais que ouro
E quem não queria, tá querendo
Hoje eu tô podendo",pt,6
Pegando Lágrimas,Paula Fernandes Part. Chitãozinho &  Xororó,2015,1565,Pegando Lágrimas (part. Chitãozinho e Xororó),Paula Fernandes,"Meu amor quando você se foi
Levou junto também minha paz
Só naquele instante percebi
Que pra me redimir era tarde demais
Me enganei, estava errado sim
Nós dois temos tudo em comum
Foi preciso te perder, pra entender
Que dois é melhor que um
No bater da porta ao sair
No peito eu já senti rasgar o coração
Por estupidez não reagi
E agora estou aqui
Pegando lágrimas com as mãos
Me enganei, estava errado sim
Nós dois temos tudo em comum
Foi preciso te perder pra entender
Que dois é melhor que um
No bater da porta ao sair
No peito eu já senti rasgar o coração
Por estupidez não reagi
E agora estou aqui
Pegando lágrimas com as mãos
Deus, a dor que ela deixou em mim
Por favor, me ajude a suportar
Deus, me tire o frio da solidão
E essa sensação que ela não vai voltar
No bater da porta ao sair
No peito eu já senti rasgar o coração
Por estupidez não reagi
E agora estou aqui
Pegando lágrimas com as mãos
Pegando lágrimas com as mãos",pt,122
Imagina Com As Amigas,Bruninho & Davi,2015,1566,Imagina Com As Amigas,Bruninho e Davi,"Ela é maluca, é linda e sabe que é gostosa
Que me olha, me encara
É super poderosa
Ela sabe que leva qualquer homem pra cama
E só diz que ama pra tirar onda de bacana
Solteira, sozinha
Na pista pra negócio
Tá de boa, soltinha
Não tá querendo sócio
Ela é tipo de mulher independente
Que não pede carona e nunca vai dormir carente
Mas quando ela arma uma saída
Pega o telefone e liga pra umas cinco amigas
É tudo combinado lá no esquenta
Tudo preparado, isso aí vai dar problema
Se ela sozinha já é um perigo
Imagina com as amigas
Separa que é briga
Se ela solteira já é um perigo
Imagina com as amigas
Separa que é briga",pt,1
Chorando Mamado,Conrado & Aleksandro,2015,1567,Chorando Mamado,Conrado e Aleksandro,"Bateu saudade, bateu tristeza
Rodei na cidade, capotei na mesa
Chorando mamado, deitado no chão
Chamando o seu nome, pedindo perdão
Jurei pra mim que não queria mais te ver
Mas comprei uma coca-cola com seu nome e lembrei de você
Coincidência ou não, justo hoje tocou lá na rádio a nossa canção
Na versão português, só assim eu pude entender
O que a letra falava era apenas ""adeus pra você!""
Bateu
Bateu saudade, bateu tristeza
Rodei na cidade, capotei na mesa
Chorando mamado, deitado no chão
Chamando o seu nome, pedindo perdão
Jurei pra mim que não queria mais te ver
Mas comprei uma coca-cola com seu nome e lembrei de você
Coincidência ou não, justo hoje tocou lá na rádio a nossa canção
Na versão português, só assim eu pude entender
O que a letra falava era apenas ""adeus pra você!""
Bateu
Bateu saudade, bateu tristeza
Rodei na cidade, capotei na mesa
Chorando mamado, deitado no chão
Chamando o seu nome, pedindo perdão",pt,1
Eu Não Merecia Isso,Luan Santana,2015,1568,Eu Não Merecia Isso,Luan Santana,"Que burrice você fez
Destruiu os nossos planos
Em troca de uma noite no motel
Esqueceu da nossa linda lua de mel
Que burrice você fez
Foi bem mais que desumano
O nosso casamento era tão lindo
Eu não esperava isso de você, não
Agora some, vou esquecer seu nome
Eu vou mudar de telefone
Aí você não vai me ver mais
Vai, some, vou esquecer seu nome
Eu vou mudar de telefone
Aí você não vai me ver mais
Te amei, fui sincero, te quis
E você sabe disso
Eu não merecia isso
Eu não merecia isso
Te amei, fui sincero, te quis
E você sabe disso
Eu não merecia isso
Eu não merecia isso
Eu não merecia isso
Agora some, vou esquecer seu nome
Eu vou mudar de telefone
Aí você não vai me ver mais
Vai, some, vou esquecer seu nome
Eu vou mudar de telefone
Aí você não vai me ver mais
Te amei, fui sincero, te quis
E você sabe disso
Eu não merecia isso
Eu não merecia isso
Te amei, fui sincero, te quis
E você sabe disso
Eu não merecia isso
Eu não merecia isso
Eu não merecia isso",pt,1
Ritmo Perfeito,Anitta,2015,1569,Ritmo Perfeito,Anitta,"Sei lá, o que será que você tem
Só sei que isso me faz tão bem
Não canso de te admirar
Reparar, sem parar
Sei lá, será que é só um sonho bom
Quem sabe você tem o dom
Do que há de bom em me amplificar
Do jeito que você me olha
Nosso ritmo perfeito
Quando você vai embora
Mas volta pra me dar um beijo
Teu jeito simples de dizer
Que eu sou especial
Só pra me convencer
Que tudo é natural, wow!
Teu amor me faz enlouquecer (iê, iê, iê)
Na medida certa do prazer
E cada detalhe em você (iê, iê, iê)
Me dá mais vontade de fazer
Teu amor me faz enlouquecer (iê, iê, iê)
Na medida certa do prazer
E cada detalhe em você Iê Iê Iê
Me dá mais vontade de fazer
De fazer o que, hein? De fazer o quê?
De fazer o que, hein? De fazer o quê?
De fazer o que, hein? De fazer o quê?
De fazer o quê? De fazer o quê?",pt,1
Sonho,Cleber & Cauan,2015,1571,Sonho,Cleber e Cauan,"Oi tudo bem?!
Há quanto tempo eu não te via
Resolvi te visitar
No seu sonho, será que te assustei?
Tava morrendo de saudade
E logo a gente volta pra realidade, de não estarmos juntos
Sabe o que eu gosto em sonhos?
É que podemos ser o que quiser
Não tem ninguém aqui, além de nós.. Estamos sós
Estamos só..
Hoje eu reparei no seu batom
Vi que a sua roupa caiu bem
Que o seu perfume é tão bom
E o sorriso lindo que só você tem
Viu que eu reparei em tudo?!
Deve ta me estranhando,
Eu já te perdi uma vez, não posso te perder de novo
Nem em sonho
Uuuuh uuuuh..
Não posso te perder de novo, nem em sonho..",pt,2
Mais Amor E Menos Saudade,Ricardo Barbosa,2015,1573,Mais Amor e Menos Saudade,Ricardo Barbosa,"Que tal, aquele lance da casinha pra nós dois
Escolher nomes pros filhos depois
Eu não to aguentando essa distância de você, e aí
Que se acha dessa saudade acabar
É isso mesmo to falando de casar
Nós nos amamos e esperar mais pra que?
Porque só quero mais amor e menos saudade
Vai resolve logo essa questão
Que eu não vou mudar de opinião
Eu te quero tanto e você sabe
Um dia eu não aguento de vontade
Faz esse favor pro coração
Nosso futuro esta em suas mãos
Eu te amo tanto e você sabe
Eu quero mais amor e menos saudade
Que tal, aquele lance da casinha pra nós dois
Escolher nomes pros filhos depois
Eu não to aguentando essa distância de você, e aí
Que se acha dessa saudade acabar
É isso mesmo to falando de casar
Nós nos amamos e esperar mais pra que?
Porque só quero mais amor e menos saudade
Vai resolve logo essa questão
Que eu não vou mudar de opinião
Eu te quero tanto e você sabe
Um dia eu não aguento de vontade
Faz esse favor pro coração
Nosso futuro esta em suas mãos
Eu te amo tanto e você sabe
Eu quero mais amor e menos saudade",pt,51
Homem Chora Sim,Edy Britto & Samuel Part. Gusttavo  Lima,2015,1575,"Homem Chora, Sim (part. Gusttavo Lima)",Edy Britto & Samuel,"Quando eu te pedi perdão
Você virou a cara
Me disse um milhão de nãos
E me mandou embora
Me falou que ia doer
Mais que um dia sara
Não me vejo sem você
E o que, que eu faço agora
Com tanta dor
Quando você bateu aquela porta
O mundo desabou
Quem disse que homem não chora
Muito se enganou
Se a maioria é tão forte
Eu vou falar por mim
Homem chora sim
Homem chora sim, chora sim",pt,1
Meu Violão E O Nosso Cachorro,Simone & Simaria,2015,1578,Meu Violão e o Nosso Cachorro,Simone & Simaria,"Pode ficar aqui, sou eu quem vou partir
O que a gente construiu não é preciso dividir
Fizemos tantos planos, compramos tantas coisas
Mas o amor é longe disso
Precisamos de um tempo em relação a nós dois
Depois decidimos o final, espero que seja um final feliz
Se o nosso amor se acabar, eu de você não quero nada
Pode ficar com a casa inteira e o nosso carro
Por você eu vivo e morro
Mas dessa casa eu só vou levar
Meu violão e o nosso cachorro
Se amanhã a gente se acertar, tudo bem
Mas se a gente não voltar, posso beber, posso chorar
E até ficar no soro
Mas dessa casa eu só vou levar
Meu violão e o nosso cachorro
Fizemos tantos planos, compramos tantas coisas
Mas o amor é longe disso
Precisamos de um tempo em relação a nós dois
Depois decidimos o final, espero que seja um final feliz
Se o nosso amor se acabar, eu de você não quero nada
Pode ficar com a casa inteira e o nosso carro
Por você eu vivo e morro
Mas dessa casa eu só vou levar
Meu violão e o nosso cachorro
Se amanhã a gente se acertar, tudo bem
Mas se a gente não voltar, posso beber, posso chorar
E até ficar no soro
Mas dessa casa eu só vou levar
Meu violão e o nosso cachorro
Meu violão e o nosso cachorro",pt,2
É Com Ela Que Eu Estou,Cristiano Araujo,2015,1579,É Com Ela Que Eu Estou,Cristiano Araújo,"O que veio fazer aqui?
Se quer me ouvir, vou te dizer
A verdade de tudo que você queria saber
Não sou culpado pelos seus erros
Quem diria que um dia os papéis iam se inverter
E não toque mais no nome dela, não tem nada a ver
Suas coisas já deixei lá fora, já pode ir embora
Vou dizer o que é que ela tem que não tem em você
Então senta e escuta calada e vê se não chora
Ela quis o amor que um dia você jogou fora
Foi ela quem pegou na minha mão quando você soltou
Foi ela quem me aceitou do jeito que eu sou
Do jeito que você deixou
Foi ela quem me ajudou a levantar quando eu caí
Foi ela que enxugou as minhas lágrimas, me fez sorrir
Ela me aceitou do jeito que eu sou
E é com ela que eu estou
Quem diria que um dia os papéis iam se inverter
E não toque mais no nome dela, não tem nada a ver
Suas coisas já deixei lá fora, já pode ir embora
Vou dizer o que é que ela tem que não tem em você
Então senta e escuta calada e vê se não chora
Ela quis o amor que um dia você jogou fora
Foi ela quem pegou na minha mão quando você soltou
Foi ela quem me aceitou do jeito que eu sou
Do jeito que você deixou
Foi ela quem me ajudou a levantar quando eu caí
Foi ela que enxugou as minhas lágrimas, me fez sorrir
Ela me aceitou do jeito que eu sou
E é com ela que eu estou
Foi ela quem me ajudou a levantar quando eu caí
Foi ela que enxugou as minhas lágrimas, me fez sorrir
Ela me aceitou do jeito que eu sou
E é com ela que eu estou
É com ela que eu estou",pt,1
Dia Dez,Fernando & Sorocaba,2015,1581,Dia Dez,Fernando e Sorocaba,"O boteco tá fechando
O garçom já tá mandando a gente embora
Olho no relógio, já é cinco horas
Tô bebendo desde às nove
Parece que eu comecei agora
Ainda falta muito pra eu ficar bebo
Ainda falta muito pra eu ficar louco
Ah
Uma noite pra mim é pouco
Ainda falta muito pra eu ficar bebo
Ainda falta muito pra eu ficar louco
Ah
Uma noite pra mim é pouco
É que hoje é um dia especial
É dia 10 e o que é que aconteceu?
Papai recebeu, papai recebeu
Eu tô patrão, hoje eu tô pagando tudo
Avisa que o after vai ser no apartamento super luxo
Com espelho no teto
Com hidro, com tudo
O after vai ser no apartamento super luxo
É que hoje é um dia especial
É dia 10 e o que é que aconteceu?
Papai recebeu
É dia 10 e o que é que aconteceu?
Papai recebeu
É dia 10 e o que é que aconteceu?
Papai recebeu, papai recebeu
Eu tô patrão, hoje eu tô pagando tudo
Avisa que o after vai ser no apartamento super luxo
Com espelho no teto
Com hidro, com tudo
O after vai ser no apartamento super luxo",pt,1
Solteiro Sim,Humberto & Ronaldo,2015,1582,Solteiro Sim,Humberto e Ronaldo,"Tá massa eu vivendo livre solto pra voar
Chego na balada pego quem quiser pegar
E no outro dia eu acordo sem me preocupar com nada
Só a danada da ressaca que é malvada
Mas é melhor sofrer de ressaca, do que sofrer de amor
Porque no outro dia a ressaca já passou
E dor de amor não é assim tão fácil de curar
Mas quem quiser me laçar
Vou logo avisando vá perdendo a esperança
Porque nesse dedinho, nesse dedinho, nesse dedinho
Ninguém coloca aliança
Sou solteiro sim, solteiro sim, solteiro sim
Não me amarro pra não ser monitorado
Porque quem gosta de compromisso é agenda
Quem corre atrás é polícia
E quem dá satisfação é empregado
Mas é melhor sofrer de ressaca, do que sofrer de amor
Porque no outro dia a ressaca já passou
E dor de amor não é assim tão fácil de curar
Mas quem quiser me laçar
Vou logo avisando vá perdendo a esperança
Porque nesse dedinho, nesse dedinho, nesse dedinho
Ninguém coloca aliança
Sou solteiro sim, solteiro sim, solteiro sim
Não me amarro pra não ser monitorado
Porque quem gosta de compromisso é agenda
Quem corre atrás é polícia
E quem dá satisfação é empregado",pt,1
